text,context_class,relevance_level,primary_label,secondary_label,tertiary_label,source_page,matched_general_terms,matched_specific_terms,score,source,word_len,char_len,level_weight,length_quality,selection_score
"Biomedical Engineering is a field dealing with the application of engineering principles to medical practice. Clinical pharmacology is concerned with how systems of therapeutics interact with patients. Conservation medicine studies the relationship between human and non-human animal health, and environmental conditions. Also known as ecological medicine, environmental medicine , or medical geology .",health,primary,medicine,,,Medicine,"clinical, health, medical, medicine, patient","medicine, pharmacology",15.0,wikipedia,53,402,3,6.0,47.598
"Aerospace medicine deals with medical problems related to flying and space travel . Biomedical Engineering is a field dealing with the application of engineering principles to medical practice. Clinical pharmacology is concerned with how systems of therapeutics interact with patients. Conservation medicine studies the relationship between human and non-human animal health, and environmental conditions.",health,primary,medicine,,,Medicine,"clinical, health, medical, medicine, patient","medicine, pharmacology",15.0,wikipedia,54,405,3,6.0,47.595
"Distinguishable from history of previous illness, often called past medical history (PMH). Medications (Rx): what drugs the patient takes including prescribed , over-the-counter , and home remedies , as well as alternative and herbal medicines or remedies . Past medical history (PMH/PMHx): concurrent medical problems, past hospitalizations and operations, injuries, past infectious diseases or vaccinations , history of known allergies.",health,primary,medicine,,,Medicine,"disease, hospital, medical, medicine, patient","drug, medicine",15.0,wikipedia,60,438,3,5.0,46.062
"Generally, infections are initially diagnosed by primary care physicians or internal medicine specialists. For example, an ""uncomplicated"" pneumonia will generally be treated by the internist or the pulmonologist (lung physician). The work of the infectious diseases specialist therefore entails working with both patients and general practitioners, as well as laboratory scientists , immunologists , bacteriologists and other specialists.",health,primary,disease,,,Infectious_disease,"care, disease, infection, medicine, patient","disease, infection",15.0,wikipedia,58,439,3,5.0,46.061
"The EU contributes to the improvement of public health through financing and laws addressing medications, patient rights in cross-border healthcare, illness prevention, and the promotion of good health. EU countries hold primary responsibility for organizing and delivering health services and medical care. Therefore, EU health policy works to supplement national policies, assure health protection in all EU measures and to strengthen the Health Union.",health,primary,public_health,,,Health_policy,"care, health, medical, patient, public health","health policy, public health",15.0,wikipedia,64,454,3,5.0,46.046
"Family history (FH): listing of diseases in the family that may impact the patient. History of present illness (HPI): the chronological order of events of symptoms and further clarification of each symptom. Distinguishable from history of previous illness, often called past medical history (PMH). Medications (Rx): what drugs the patient takes including prescribed , over-the-counter , and home remedies , as well as alternative and herbal medicines or remedies .",health,primary,medicine,,,Medicine,"disease, medical, medicine, patient, symptoms","drug, medicine",15.0,wikipedia,70,464,3,5.0,46.036
"Still, care navigators may offer diagnosis and treatment planning. Though many care navigators are also trained therapists and doctors. Care navigation is the link between the patient and the below therapies. A clear recognition that mental health requires medical intervention was demonstrated in a study by Kessler et al.",health,primary,mental_health,,,Mental_health,"care, diagnosis, doctor, health, medical, patient, treatment",mental health,14.8,wikipedia,49,323,3,6.0,47.277
"A comprehensive research in Australia, Czech Republic, India, Israel, Italy, Netherlands, Spain, Serbia, Sweden, UK, and USA showed that the rate of the unlicensed medicine prescription has been reported to range from 0.3 to 35% depending on the country. In many jurisdictions, therapy freedom is limited to cases of no treatment existing that is both well-established and more efficacious.",health,primary,medicine,,,Therapy,"medicine, treatment","medicine, therapy, treatment",14.8,wikipedia,59,390,3,6.0,47.21
"Unhappily married couples suffer 3–25 times the risk of developing clinical depression, leading to divorce . Studies found that divorce and separation increases chances of an individual encountering depression, anxiety, substance abuse issues, insomnia, and financial hardship. Divorce and unhappy married couples not only affect the mental health of both the parents, but particularly the children of a separated home.",health,primary,mental_health,,,Mental_health,"clinical, health","anxiety, depression, mental health",14.8,wikipedia,60,419,3,6.0,47.181000000000004
Infection with most pathogens does not result in death of the host and the offending organism is ultimately cleared after the symptoms of the disease have waned. This process requires immune mechanisms to kill or inactivate the inoculum of the pathogen.,health,primary,disease,,,Infectious_disease,"disease, infection, symptoms","disease, infection, pathogen",14.5,wikipedia,41,253,3,6.0,46.747
"The stigma placed on mental health makes many men believe showing signs of vulnerability could be considered weak. Men experience immense amounts of internalized stigma from societal expectations, causing symptoms such as isolation, depression, anxiety, and resistance to treatment.",health,primary,mental_health,,,Mental_health,"health, symptoms, treatment","anxiety, depression, mental health",14.5,wikipedia,39,282,3,6.0,46.718
"In the latter case, the disease may only be defined as a ""disease"" (which by definition means an illness) in hosts who secondarily become ill after contact with an asymptomatic carrier . An infection is not synonymous with an infectious disease, as some infections do not cause illness in a host.",health,primary,disease,,,Infectious_disease,"disease, infection","disease, illness, infection",14.5,wikipedia,51,296,3,6.0,46.704
"The appearance and severity of disease resulting from any pathogen depend upon the ability of that pathogen to damage the host as well as the ability of the host to resist the pathogen. However, a host's immune system can also cause damage to the host itself in an attempt to control the infection.",health,primary,disease,,,Infectious_disease,"disease, infection","disease, infection, pathogen",14.5,wikipedia,53,298,3,6.0,46.702
"Resistance to infection ( immunity ) may be acquired following a disease, by asymptomatic carriage of the pathogen, by harboring an organism with a similar structure (crossreacting), or by vaccination . Knowledge of the protective antigens and specific acquired host immune factors is more complete for primary pathogens than for opportunistic pathogens .",health,primary,disease,,,Infectious_disease,"disease, infection","disease, infection, pathogen",14.5,wikipedia,53,355,3,6.0,46.645
"serve as an early warning system for impending public health emergencies; document the impact of an intervention, or track progress towards specified goals; and monitor and clarify the epidemiology of health problems, allow priorities to be set, and inform health policy and strategies. diagnose, investigate, and monitor health problems and health hazards of the community",health,primary,public_health,,,Public_health,"health, public health","epidemiology, health policy, public health",14.5,wikipedia,55,373,3,6.0,46.627
"Like internal medicine, there are many pediatric subspecialties for specific age ranges, organ systems, disease classes, and sites of care delivery. Pharmaceutical medicine is the medical scientific discipline concerned with the discovery, development, evaluation, registration, monitoring and medical aspects of marketing of medicines for the benefit of patients and public health.",health,primary,medicine,,,Medicine,"care, disease, health, medical, medicine, patient, public health",medicine,14.5,wikipedia,51,382,3,6.0,46.618
"Thus combination chemotherapy is also called polychemotherapy, whereas chemotherapy with one agent at a time is called single-agent therapy or monotherapy. Single-agent therapy is a care algorithm that focuses on one specific drug or procedure. It utilizes a single therapeutic agent rather than combining multiple ones. Multiagent Therapy is a treatment by two or more drugs or procedures.",health,primary,medicine,,,Therapy,"care, treatment","drug, therapy, treatment",14.5,wikipedia,58,390,3,6.0,46.61
"A mixed infection is an infection that is caused by two or more pathogens. An example of this is appendicitis , which is caused by Bacteroides fragilis and Escherichia coli . This type of infection is one that is transmitted from a health care worker to a patient.",health,primary,disease,,,Infectious_disease,"care, health, infection, patient","infection, pathogen",14.0,wikipedia,48,264,3,6.0,45.736
"Clinical pharmacology is concerned with how systems of therapeutics interact with patients. Conservation medicine studies the relationship between human and non-human animal health, and environmental conditions. Also known as ecological medicine, environmental medicine , or medical geology .",health,primary,medicine,,,Medicine,"clinical, health, medical, medicine, patient","medicine, pharmacology",14.0,wikipedia,38,292,3,6.0,45.708
"Biomedical Engineering is a field dealing with the application of engineering principles to medical practice. Clinical pharmacology is concerned with how systems of therapeutics interact with patients. Conservation medicine studies the relationship between human and non-human animal health, and environmental conditions.",health,primary,medicine,,,Medicine,"clinical, health, medical, medicine, patient","medicine, pharmacology",14.0,wikipedia,41,321,3,6.0,45.679
"A diagnosis, in the sense of diagnostic procedure, can be regarded as an attempt at classification of an individual's condition into separate and distinct categories that allow medical decisions about treatment and prognosis to be made. Subsequently, a diagnostic opinion is often described in terms of a disease or other condition.",health,primary,medicine,,,Medical_diagnosis,"diagnosis, disease, medical, treatment","diagnosis, treatment",14.0,wikipedia,51,332,3,6.0,45.668
"A mixed infection is an infection that is caused by two or more pathogens. An example of this is appendicitis , which is caused by Bacteroides fragilis and Escherichia coli . This type of infection is one that is transmitted from a health care worker to a patient. A nosocomial infection is also one that occurs in a health care setting.",health,primary,disease,,,Infectious_disease,"care, health, infection, patient","infection, pathogen",14.0,wikipedia,61,337,3,6.0,45.663
"Medical doctors, Petr Shkrabanek and James McCormick wrote a series of publications on this topic in the late 1980s and early 1990s criticizing the UK's the Health of The Nation campaign. These publications exposed abuse of epidemiology and statistics by the public health movement to support lifestyle interventions and screening programs.",health,primary,public_health,,,Public_health,"doctor, health, medical, public health","epidemiology, public health",14.0,wikipedia,51,340,3,6.0,45.66
"Diagnosis of infectious disease sometimes involves identifying an infectious agent either directly or indirectly. In practice most minor infectious diseases such as warts , cutaneous abscesses , respiratory system infections and diarrheal diseases are diagnosed by their clinical presentation and treated without knowledge of the specific causative agent.",health,primary,disease,,,Infectious_disease,"clinical, diagnosis, disease, infection","disease, infection",14.0,wikipedia,48,355,3,6.0,45.645
The Inverse Benefit Law describes the relationship between a drug's therapeutic benefits and the socioeconomic status (overall health risk/need) of the population undergoing treatment. The law states that the therapeutic benefit conferred by medical interventions upon a population is inversely proportional to its incidence of disease or socioeconomic need.,health,primary,medicine,,,Pharmacology,"disease, health, medical, treatment","drug, treatment",14.0,wikipedia,49,358,3,6.0,45.642
"Other types of infection consist of mixed, iatrogenic , nosocomial , and community-acquired infection. A mixed infection is an infection that is caused by two or more pathogens. An example of this is appendicitis , which is caused by Bacteroides fragilis and Escherichia coli . This type of infection is one that is transmitted from a health care worker to a patient.",health,primary,disease,,,Infectious_disease,"care, health, infection, patient","infection, pathogen",14.0,wikipedia,62,367,3,6.0,45.633
"Basic diagnostic medical devices (e.g., stethoscope , tongue depressor ) are typically used. After examining for signs and interviewing for symptoms , the doctor may order medical tests (e.g., blood tests ), take a biopsy , or prescribe pharmaceutical drugs or other therapies. Differential diagnosis methods help to rule out conditions based on the information provided.",health,primary,medicine,,,Medicine,"diagnosis, doctor, medical, symptoms","diagnosis, drug",14.0,wikipedia,56,371,3,6.0,45.629
"The treatment plan may include ordering additional medical laboratory tests and medical imaging studies, starting therapy, referral to a specialist , or watchful observation. Depending upon the health insurance plan and the managed care system, various forms of "" utilization review "", such as prior authorization of tests, may place barriers on accessing expensive services.",health,primary,medicine,,,Medicine,"care, health, medical, treatment","therapy, treatment",14.0,wikipedia,55,375,3,6.0,45.625
"It is a problem because it turns people into patients unnecessarily and because it can lead to economic waste ( overutilization ) and treatments that may cause harm. Overdiagnosis occurs when a disease is diagnosed correctly, but the diagnosis is irrelevant. A correct diagnosis may be irrelevant because treatment for the disease is not available, not needed, or not wanted.",health,primary,medicine,,,Medical_diagnosis,"diagnosis, disease, patient, treatment","diagnosis, treatment",14.0,wikipedia,60,375,3,6.0,45.625
"History of present illness (HPI): the chronological order of events of symptoms and further clarification of each symptom. Distinguishable from history of previous illness, often called past medical history (PMH). Medications (Rx): what drugs the patient takes including prescribed , over-the-counter , and home remedies , as well as alternative and herbal medicines or remedies .",health,primary,medicine,,,Medicine,"medical, medicine, patient, symptoms","drug, medicine",14.0,wikipedia,56,380,3,6.0,45.62
"Cancer is often treated with some combination of radiation therapy , surgery, chemotherapy and targeted therapy . More personalized therapies that harness a patient's immune system are emerging in the field of cancer immunotherapy . Palliative care is a medical specialty that delivers advanced pain and symptom management, which may be particularly important in those with advanced disease.",health,primary,disease,,,Cancer,"care, disease, medical, patient","cancer, disease",14.0,wikipedia,58,391,3,6.0,45.609
"The elements and priorities of public health have evolved over time, and are continuing to evolve. Common public health initiatives include promotion of hand-washing and breastfeeding , delivery of vaccinations , suicide prevention , smoking cessation , obesity education , increasing healthcare accessibility and distribution of condoms to control the spread of sexually transmitted diseases .",health,primary,public_health,,,Public_health,"care, disease, health, public health","public health, vaccination",14.0,wikipedia,56,394,3,6.0,45.606
"A Babylonian medical textbook, the Diagnostic Handbook written by Esagil-kin-apli ( fl. 1069–1046 BC), introduced the use of empiricism , logic and rationality in the diagnosis of an illness or disease . Traditional Chinese Medicine , as described in the Yellow Emperor's Inner Canon or Huangdi Neijing , specified four diagnostic methods: inspection, auscultation-olfaction, inquiry and palpation .",health,primary,medicine,,,Medical_diagnosis,"diagnosis, disease, medical, medicine","diagnosis, medicine",14.0,wikipedia,58,399,3,6.0,45.601
"EU countries hold primary responsibility for organizing and delivering health services and medical care. Therefore, EU health policy works to supplement national policies, assure health protection in all EU measures and to strengthen the Health Union. In a senior-level working group on public health, representatives from the European Commission and national governments debate strategic health concerns.",health,primary,public_health,,,Health_policy,"care, health, medical, public health","health policy, public health",14.0,wikipedia,56,405,3,6.0,45.595
"1069–1046 BC), introduced the use of empiricism , logic and rationality in the diagnosis of an illness or disease . Traditional Chinese Medicine , as described in the Yellow Emperor's Inner Canon or Huangdi Neijing , specified four diagnostic methods: inspection, auscultation-olfaction, inquiry and palpation . Hippocrates was known to make diagnoses by tasting his patients' urine and smelling their sweat.",health,primary,medicine,,,Medical_diagnosis,"diagnosis, disease, medicine, patient","diagnosis, medicine",14.0,wikipedia,61,408,3,6.0,45.592
Psychiatric social workers are mental health professionals that can assist patients and their family members in coping with both mental health issues and various economic or social problems caused by mental illness or psychiatric dysfunctions and to attain improved mental health and well-being. They are vital members of the treatment teams in Departments of Psychiatry and Behavioral Sciences in hospitals.,health,primary,mental_health,,,Mental_health,"health, hospital, patient, treatment","mental health, psychiatry",14.0,wikipedia,60,408,3,6.0,45.592
"Medical genetics is concerned with the diagnosis and management of hereditary disorders. Neurology is concerned with diseases of the nervous system. In the UK, neurology is a subspecialty of general medicine. Obstetrics and gynecology (often abbreviated as OB/GYN (American English) or Obs & Gynae (British English)) are concerned respectively with childbirth and the female reproductive and associated organs.",health,primary,medicine,,,Medicine,"diagnosis, disease, medical, medicine","diagnosis, medicine",14.0,wikipedia,58,410,3,6.0,45.59
"Two major empires began in modern-day Greece . In the late 5th century BCE, several Greek city states checked the Achaemenid Persian advance in Europe through the Greco-Persian Wars . These wars were followed by the Golden Age of Athens , the seminal period of ancient Greece that laid many of the foundations of Western civilization , including the first theatrical performances .",history,primary,world_history,,,World_history,"ancient, century, civilization, empire, era, modern, period, war","ancient, modern",18.3,wikipedia,63,381,3,6.0,54.219
"Two major empires began in modern-day Greece . In the late 5th century BCE, several Greek city states checked the Achaemenid Persian advance in Europe through the Greco-Persian Wars . These wars were followed by the Golden Age of Athens , the seminal period of ancient Greece that laid many of the foundations of Western civilization , including the first theatrical performances . The wars led to the creation of the Delian League , founded in 477 BCE, and eventually the Athenian Empire (454–404 BCE), which was defeated by a Spartan-led coalition during the Peloponnesian War .",history,primary,world_history,,,World_history,"ancient, century, civilization, empire, era, modern, period, war","ancient, modern",18.3,wikipedia,97,580,3,1.0,46.52
"There was sophisticated use of historical method in ancient and medieval China . The groundwork for professional historiography in East Asia was established by court historian Sima Qian (145–90 BC), author of the Records of the Grand Historian ( Shiji ) and posthumously known as the Father of Chinese historiography . Saint Augustine was influential in Christian and Western thought at the beginning of the medieval period. Through the Medieval and Renaissance periods, history was often studied through a sacred or religious perspective.",history,primary,historiography,,,Historical_method,"ancient, historical, history, medieval, period","historian, historical method, record",17.5,wikipedia,83,539,3,4.0,49.461
"Economists note the most important effect was that the standard of living for most in the Western world began to increase consistently for the first time, though others have said it did not begin to improve meaningfully until the 20th century. GDP per capita was broadly stable before the Industrial Revolution and the emergence of the modern capitalist economy, afterwards saw an era of per-capita economic growth in capitalist economies. Economic historians agree that the onset of the Industrial Revolution is the most important event in human history , comparable only to the adoption of agriculture with respect to material advancement.",history,primary,wars_revolutions,,,Industrial_Revolution,"century, era, history, modern, war","industrial revolution, revolution, war",17.5,wikipedia,101,641,3,1.0,44.859
"Historical method is the collection of techniques and guidelines that historians use to research and write histories of the past. Secondary sources , primary sources and material evidence such as that derived from archaeology may all be drawn on. The historian's skill lies in identifying these sources, evaluating their relative authority, and combining their testimony appropriately in order to construct an accurate and reliable picture of past events and environments.",history,primary,historiography,,,Historical_method,"historical, past","archaeology, historian, historical method, source",17.3,wikipedia,70,472,3,5.0,50.628
"Over 99% of human development has occurred within prehistoric cultures, which did not use writing ; no written records exist for study. Without such written sources, the only way to understand prehistoric societies is through archaeology. Because archaeology is the study of past human activity, it stretches back to about 2.5 million years ago when the first stone tools were found – The Oldowan Industry . Many important developments in human history occurred during prehistory, such as the evolution of humanity during the Paleolithic period, when the hominins developed from the australopithecines in Africa and eventually into modern Homo sapiens .",history,primary,historiography,,,Archaeology,"history, modern, past, period","archaeology, record, source",17.1,wikipedia,101,653,3,1.0,44.047000000000004
"Leonardo Bruni was the first historian to use tripartite periodisation in his History of the Florentine People (1442), with a middle period ""between the fall of the Roman Empire and the revival of city life sometime in late eleventh and twelfth centuries"". Tripartite periodisation became standard after the 17th-century German historian Christoph Cellarius divided history into three periods: ancient, medieval, and modern.",history,primary,world_history,,,Middle_Ages,"ancient, century, empire, history, medieval, modern, period","ancient, modern",17.0,wikipedia,62,424,3,5.0,50.076
"Petrarch regarded the post-Roman centuries as "" dark "" compared to the ""light"" of classical antiquity . Leonardo Bruni was the first historian to use tripartite periodisation in his History of the Florentine People (1442), with a middle period ""between the fall of the Roman Empire and the revival of city life sometime in late eleventh and twelfth centuries"". Tripartite periodisation became standard after the 17th-century German historian Christoph Cellarius divided history into three periods: ancient, medieval, and modern.",history,primary,world_history,,,Middle_Ages,"ancient, century, empire, history, medieval, modern, period","ancient, modern",17.0,wikipedia,79,528,3,4.0,48.472
"In the 1330s, the Italian humanist and poet Petrarch referred to pre-Christian times as antiqua ('ancient') and to the Christian period as nova ('new'). Petrarch regarded the post-Roman centuries as "" dark "" compared to the ""light"" of classical antiquity . Leonardo Bruni was the first historian to use tripartite periodisation in his History of the Florentine People (1442), with a middle period ""between the fall of the Roman Empire and the revival of city life sometime in late eleventh and twelfth centuries"". Tripartite periodisation became standard after the 17th-century German historian Christoph Cellarius divided history into three periods: ancient, medieval, and modern.",history,primary,world_history,,,Middle_Ages,"ancient, century, empire, history, medieval, modern, period","ancient, modern",17.0,wikipedia,103,681,3,1.0,43.819
"GDP per capita was broadly stable before the Industrial Revolution and the emergence of the modern capitalist economy, afterwards saw an era of per-capita economic growth in capitalist economies. Economic historians agree that the onset of the Industrial Revolution is the most important event in human history , comparable only to the adoption of agriculture with respect to material advancement.",history,primary,wars_revolutions,,,Industrial_Revolution,"era, history, modern, war","industrial revolution, revolution, war",16.5,wikipedia,60,397,3,6.0,50.603
"There was sophisticated use of historical method in ancient and medieval China . The groundwork for professional historiography in East Asia was established by court historian Sima Qian (145–90 BC), author of the Records of the Grand Historian ( Shiji ) and posthumously known as the Father of Chinese historiography . Saint Augustine was influential in Christian and Western thought at the beginning of the medieval period.",history,primary,historiography,,,Historical_method,"ancient, historical, medieval, period","historian, historical method, record",16.5,wikipedia,67,424,3,5.0,49.076
"Economists note the most important effect was that the standard of living for most in the Western world began to increase consistently for the first time, though others have said it did not begin to improve meaningfully until the 20th century. GDP per capita was broadly stable before the Industrial Revolution and the emergence of the modern capitalist economy, afterwards saw an era of per-capita economic growth in capitalist economies.",history,primary,wars_revolutions,,,Industrial_Revolution,"century, era, modern, war","industrial revolution, revolution, war",16.5,wikipedia,70,439,3,5.0,49.061
"Medieval Cholas rose to prominence during the middle of the 9th century and established the greatest empire South India had seen. They successfully united the South India under their rule and through their naval strength extended their influence in the Southeast Asian countries such as Srivijaya. Under Rajaraja Chola I and his successors Rajendra Chola I , Rajadhiraja Chola , Virarajendra Chola and Kulothunga Chola I the dynasty became a military, economic and cultural power in South Asia and South-East Asia.",history,primary,indian_history,,,History_of_India,"century, dynasty, empire, medieval","dynasty, empire, raj",16.5,wikipedia,81,514,3,4.0,47.486
"In particular, average income and population began to exhibit unprecedented sustained growth. Economists note the most important effect was that the standard of living for most in the Western world began to increase consistently for the first time, though others have said it did not begin to improve meaningfully until the 20th century. GDP per capita was broadly stable before the Industrial Revolution and the emergence of the modern capitalist economy, afterwards saw an era of per-capita economic growth in capitalist economies.",history,primary,wars_revolutions,,,Industrial_Revolution,"century, era, modern, war","industrial revolution, revolution, war",16.5,wikipedia,82,533,3,4.0,47.467
"Historical method is the collection of techniques and guidelines that historians use to research and write histories of the past. Secondary sources , primary sources and material evidence such as that derived from archaeology may all be drawn on.",history,primary,historiography,,,Historical_method,"historical, past","archaeology, historian, historical method, source",16.3,wikipedia,39,246,3,6.0,50.354
"Medieval writers divided history into periods such as the "" Six Ages "" or the "" Four Empires "" and considered their time to be the last before the end of the world. When referring to their own times, they spoke of them as being ""modern"". In the 1330s, the Italian humanist and poet Petrarch referred to pre-Christian times as antiqua ('ancient') and to the Christian period as nova ('new').",history,primary,world_history,,,Middle_Ages,"ancient, empire, history, medieval, modern, period","ancient, modern",16.0,wikipedia,70,390,3,6.0,49.61
"Medieval writers divided history into periods such as the "" Six Ages "" or the "" Four Empires "" and considered their time to be the last before the end of the world. When referring to their own times, they spoke of them as being ""modern"". In the 1330s, the Italian humanist and poet Petrarch referred to pre-Christian times as antiqua ('ancient') and to the Christian period as nova ('new'). Petrarch regarded the post-Roman centuries as "" dark "" compared to the ""light"" of classical antiquity .",history,primary,world_history,,,Middle_Ages,"ancient, empire, history, medieval, modern, period","ancient, modern",16.0,wikipedia,87,494,3,4.0,46.506
"The early modern period is the era following the European Middle Ages until 1789 or 1800. A common break with the medieval period is placed between 1450 and 1500 which includes a number of significant events: the fall of Constantinople to the Ottoman Empire , the spread of printing and European voyages of discovery to America and along the African coast. The nature of warfare evolved as the size and organization of military forces on land and sea increased, alongside the wider propagation of gunpowder.",history,primary,world_history,,,World_history,"empire, era, medieval, modern, period, war","middle ages, modern",16.0,wikipedia,85,507,3,4.0,46.493
"There was sophisticated use of historical method in ancient and medieval China . The groundwork for professional historiography in East Asia was established by court historian Sima Qian (145–90 BC), author of the Records of the Grand Historian ( Shiji ) and posthumously known as the Father of Chinese historiography .",history,primary,historiography,,,Historical_method,"ancient, historical, medieval","historian, historical method, record",15.5,wikipedia,51,318,3,6.0,48.682
"The Chola Empire emerged as a major power during the reign of Raja Raja Chola I and Rajendra Chola I who successfully invaded parts of Southeast Asia and Sri Lanka in the 11th century. 724–760) was an emperor of the Kashmiri Karkoṭa dynasty , which exercised influence in northwestern India from 625 until 1003, and was followed by Lohara dynasty .",history,primary,indian_history,,,History_of_India,"century, dynasty, empire","dynasty, empire, raj",15.5,wikipedia,61,348,3,6.0,48.652
"While ancient writers do not normally share modern historical practices, their work remains valuable for its insights within the cultural context of the times. An important part of the contribution of many modern historians is the verification or dismissal of earlier historical accounts through reviewing newly discovered sources and recent scholarship or through parallel disciplines like archaeology .",history,primary,historiography,,,Historian,"ancient, historical, modern","archaeology, historian, source",15.5,wikipedia,58,404,3,6.0,48.596
"The Chola Empire emerged as a major power during the reign of Raja Raja Chola I and Rajendra Chola I who successfully invaded parts of Southeast Asia and Sri Lanka in the 11th century. 724–760) was an emperor of the Kashmiri Karkoṭa dynasty , which exercised influence in northwestern India from 625 until 1003, and was followed by Lohara dynasty . Kalhana in his Rajatarangini credits king Lalitaditya with leading an aggressive military campaign in Northern India and Central Asia.",history,primary,indian_history,,,History_of_India,"century, dynasty, empire","dynasty, empire, raj",15.5,wikipedia,80,483,3,4.0,45.517
"Ancient India during the rise of the Shunga Empire from the North, Satavahana dynasty from the Deccan , and Pandyan dynasty and Chola dynasty from the southern part of India . The shrines were developed over the period from the 2nd century BCE to the 5th century CE.",history,primary,indian_history,,,History_of_India,"ancient, century, dynasty, empire, period","dynasty, empire",15.0,wikipedia,48,266,3,6.0,47.734
"The Middle Ages began with the fall of the Western Roman Empire and transitioned into the Modern age during the Renaissance , the Reformation , the European Wars of Religion , and the Age of Discovery . Early Modernity is a single term adopted to describe this end-stage of the period, during which medieval Europes shades into the modern period.",history,primary,world_history,,,Middle_Ages,"empire, medieval, modern, period, war","middle ages, modern",15.0,wikipedia,60,346,3,6.0,47.654
"The early modern period is the era following the European Middle Ages until 1789 or 1800. A common break with the medieval period is placed between 1450 and 1500 which includes a number of significant events: the fall of Constantinople to the Ottoman Empire , the spread of printing and European voyages of discovery to America and along the African coast.",history,primary,world_history,,,World_history,"empire, era, medieval, modern, period","middle ages, modern",15.0,wikipedia,61,356,3,6.0,47.644
"Phoenicia was an ancient civilisation centred in the north of ancient Canaan , with its heartland along the coastal regions of modern-day Lebanon , Syria and Israel. Phoenician civilisation was an enterprising maritime trading culture that spread across the Mediterranean between the period of 1550 to 300 BC. One Phoenician colony, Carthage , ruled an empire in the Western Mediterranean until being defeated by Rome in the Punic Wars .",history,primary,world_history,,,Ancient_history,"ancient, empire, modern, period, war","ancient, modern",15.0,wikipedia,70,437,3,5.0,46.063
"Ancient India during the rise of the Shunga Empire from the North, Satavahana dynasty from the Deccan , and Pandyan dynasty and Chola dynasty from the southern part of India . The shrines were developed over the period from the 2nd century BCE to the 5th century CE. Udayagiri and Khandagiri Caves is home to the Hathigumpha inscription , which was inscribed under Kharavela , then Emperor of Kalinga of the Mahameghavahana dynasty .",history,primary,indian_history,,,History_of_India,"ancient, century, dynasty, empire, period","dynasty, empire",15.0,wikipedia,74,433,3,4.0,44.567
"Ancient India during the rise of the Shunga Empire from the North, Satavahana dynasty from the Deccan , and Pandyan dynasty and Chola dynasty from the southern part of India . The shrines were developed over the period from the 2nd century BCE to the 5th century CE. Udayagiri and Khandagiri Caves is home to the Hathigumpha inscription , which was inscribed under Kharavela , then Emperor of Kalinga of the Mahameghavahana dynasty . Relief of a multi-storied temple, 2nd century CE, Ghantasala Stupa.",history,primary,indian_history,,,History_of_India,"ancient, century, dynasty, empire, period","dynasty, empire",15.0,wikipedia,84,501,3,4.0,44.499
"Phoenicia was an ancient civilisation centred in the north of ancient Canaan , with its heartland along the coastal regions of modern-day Lebanon , Syria and Israel. Phoenician civilisation was an enterprising maritime trading culture that spread across the Mediterranean between the period of 1550 to 300 BC. One Phoenician colony, Carthage , ruled an empire in the Western Mediterranean until being defeated by Rome in the Punic Wars . The Phoenicians invented the Phoenician alphabet , the forerunner of the modern alphabet still in use today.",history,primary,world_history,,,Ancient_history,"ancient, empire, modern, period, war","ancient, modern",15.0,wikipedia,87,546,3,4.0,44.454
"The modern academic study of history and methods of historiography were pioneered in 19th-century German universities, especially the University of Göttingen . Leopold von Ranke (1795–1886) at Berlin was a pivotal influence in this regard, and was the founder of modern source-based history. According to Caroline Hoefferle, ""Ranke was probably the most important historian to shape historical profession as it emerged in Europe and the United States in the late 19th century.""",history,primary,historiography,,,Historiography,"century, historical, history, modern","historian, source",14.9,wikipedia,72,477,3,4.0,44.323
"317–316 BCE: Chandragupta Maurya conquers the Northwest of the Indian subcontinent. between 322 and 305 BCE: Chandragupta Maurya conquers the Nanda Empire , founding Maurya dynasty. 305–303 BCE: Chandragupta Maurya gains territory by defeating the Seleucid Empire . He conquers parts of Deccan , southern India.",history,primary,indian_history,,,Maurya_Empire,"dynasty, empire","dynasty, empire, subcontinent",14.8,wikipedia,46,311,3,6.0,47.289
"Antiquarians studied history with particular attention to ancient artifacts, manuscripts, and historical sites. Antiquarianism focused on the empirical evidence available for understanding the past, encapsulated in the motto of the 18th century antiquary Richard Colt Hoare : ""We speak from facts, not theory"". Tentative steps towards the systematization of archaeology as a science took place during the Enlightenment period in Europe in the 17th and 18th centuries.",history,primary,historiography,,,Archaeology,"ancient, century, historical, history, past, period, war",archaeology,14.8,wikipedia,67,467,3,5.0,45.633
"In the late 5th century BCE, several Greek city states checked the Achaemenid Persian advance in Europe through the Greco-Persian Wars . These wars were followed by the Golden Age of Athens , the seminal period of ancient Greece that laid many of the foundations of Western civilization , including the first theatrical performances . The wars led to the creation of the Delian League , founded in 477 BCE, and eventually the Athenian Empire (454–404 BCE), which was defeated by a Spartan-led coalition during the Peloponnesian War .",history,primary,world_history,,,World_history,"ancient, century, civilization, empire, era, period, war",ancient,14.8,wikipedia,89,533,3,4.0,44.067
"Leopold von Ranke (1795–1886) at Berlin was a pivotal influence in this regard, and was the founder of modern source-based history. According to Caroline Hoefferle, ""Ranke was probably the most important historian to shape historical profession as it emerged in Europe and the United States in the late 19th century.""",history,primary,historiography,,,Historiography,"century, historical, history, modern","historian, source",14.6,wikipedia,50,317,3,6.0,46.883
